172705;108.875400;3.865000;964.149000
31409;107.314962;2.242000;942.931000
200110;101.584333;9.865000;877.786000
32430;66.825870;3.149000;826.699000
30644;496.278000;90.222000;902.334000
59689;73.772667;1.918000;806.266000
286095;455.787500;56.715000;854.860000
12167;431.335500;32.462000;830.209000
180463;67.124391;2.923000;800.071000
48290;445.732500;47.927000;843.538000
235046;472.320000;75.335000;869.305000
21460;114.975421;3.445000;793.897000
262737;79.518667;4.974000;795.260000
158585;81.895615;3.168000;786.902000
986;422.075500;33.053000;811.098000
12157;73.979462;2.229000;777.966000
115415;407.284000;21.164000;793.404000
274502;60.207353;1.991000;770.591000
164469;418.276000;35.820000;800.732000
299333;52.621163;1.844000;765.980000
167454;53.262111;1.594000;765.392000
294090;67.178600;1.527000;764.793000
224254;41.404231;1.717000;764.737000
25792;104.469786;22.589000;782.940000
105810;70.449235;3.102000;763.385000
125473;451.652500;72.009000;831.296000
192568;590.012000;210.726000;969.298000
290146;458.188000;81.183000;835.193000
245861;466.726500;90.010000;843.443000
41318;496.107500;120.329000;871.886000
75007;474.419000;98.822000;850.016000
297439;398.618500;23.700000;773.537000
132093;142.448429;12.698000;759.916000
169512;111.817000;3.651000;748.313000
142350;435.844500;64.982000;806.707000
39164;60.368733;2.439000;739.394000
209123;72.142000;2.205000;739.141000
172652;470.161500;106.244000;834.079000
181963;47.952417;2.651000;728.742000
18605;71.671480;4.004000;729.921000
74144;458.805000;97.219000;820.391000
110567;434.692000;73.784000;795.600000
127819;453.042000;92.439000;813.645000
113502;78.969519;3.010000;723.513000
233969;66.190310;3.794000;723.768000
226944;51.934815;2.379000;722.147000
73697;65.228235;3.826000;723.130000
147623;418.018500;59.085000;776.952000
165538;450.187000;91.411000;808.963000
95796;116.052500;11.419000;728.732000
